pca_x,pca_y,cluster,segment_label,company,order_value
-1.2833,-1.9543,1,At-Risk,Zepto,118.524
-1.604,-0.6601,1,At-Risk,Zepto,797.3805
1.5625,-0.5834,0,Loyal Customers,Blinkit,362.6328
-1.4475,-1.5515,1,At-Risk,Zepto,338.5215
1.9995,-0.4652,0,Loyal Customers,Blinkit,351.8424
0.1736,1.5908,3,Price-Sensitive,Blinkit,994.2426000000002
-1.6742,1.0704,2,Price-Sensitive,Swiggy Instamart,942.11325
0.8347,1.7568,3,Price-Sensitive,Blinkit,901.1898
-0.3122,-0.6635,1,At-Risk,Zepto,605.184
-2.1656,0.0105,2,Price-Sensitive,Zepto,505.3785
0.0769,-0.8816,1,At-Risk,Swiggy Instamart,521.4025
0.2021,-0.6365,0,Loyal Customers,Zepto,614.9975000000001
1.8337,0.6378,0,Loyal Customers,Swiggy Instamart,1058.7745
1.9542,-1.0817,0,Loyal Customers,Zepto,50.0
-0.1931,2.7783,3,Price-Sensitive,Swiggy Instamart,1666.3807499999996
-0.5809,0.5865,2,Price-Sensitive,Blinkit,545.4054000000001
-0.7878,-0.6957,1,At-Risk,Zepto,776.1225000000001
0.871,0.7805,3,Price-Sensitive,Zepto,345.12975
0.737,-1.0543,0,Loyal Customers,Swiggy Instamart,231.725
0.9165,1.7738,3,Price-Sensitive,Blinkit,980.1144000000002
-1.5628,-1.584,1,At-Risk,Blinkit,336.54960000000005
-0.609,0.5694,1,At-Risk,Swiggy Instamart,1355.252
-0.8446,1.6509,2,Price-Sensitive,Zepto,1122.5025
-2.5394,0.6962,2,Price-Sensitive,Zepto,912.09825
0.6113,0.527,3,Price-Sensitive,Zepto,306.81300000000005
1.743,0.4347,0,Loyal Customers,Swiggy Instamart,867.8704999999999
1.2194,-0.4183,0,Loyal Customers,Zepto,468.434
0.0726,-1.0416,1,At-Risk,Blinkit,346.2264
-0.9711,-1.2925,1,At-Risk,Zepto,390.734
-1.3872,-1.3263,1,At-Risk,Blinkit,464.906
0.4816,0.4106,0,Loyal Customers,Blinkit,1126.3752000000002
0.5865,-0.3248,0,Loyal Customers,Swiggy Instamart,636.6374999999999
0.7528,0.2113,3,Price-Sensitive,Swiggy Instamart,114.50024999999998
1.7772,-0.6983,0,Loyal Customers,Swiggy Instamart,244.9005
-0.8056,-0.2738,1,At-Risk,Blinkit,860.4760000000001
1.0267,-0.0389,0,Loyal Customers,Swiggy Instamart,708.1954999999999
1.2725,-0.2316,0,Loyal Customers,Zepto,643.9250000000001
-1.001,-0.7001,1,At-Risk,Blinkit,711.0732
-1.3289,-0.4017,2,Price-Sensitive,Zepto,50.0
-0.357,2.4289,3,Price-Sensitive,Swiggy Instamart,1577.63325
2.1501,0.3179,0,Loyal Customers,Blinkit,748.6428
0.7688,-0.5517,0,Loyal Customers,Blinkit,522.3296
-0.5111,0.9463,3,Price-Sensitive,Zepto,709.9155000000001
-1.2335,-0.5102,2,Price-Sensitive,Swiggy Instamart,50.0
-2.541,0.6956,2,Price-Sensitive,Zepto,932.0535
1.4677,0.3373,3,Price-Sensitive,Zepto,50.0
0.4688,2.2481,3,Price-Sensitive,Zepto,1276.698
2.0222,-0.3112,0,Loyal Customers,Blinkit,448.7912
0.1713,-0.2056,0,Loyal Customers,Zepto,761.5754999999999
-1.8529,0.4781,2,Price-Sensitive,Blinkit,641.1912
-0.3035,-1.707,1,At-Risk,Swiggy Instamart,50.0
-1.5125,-0.5816,2,Price-Sensitive,Swiggy Instamart,50.0
1.3988,0.191,0,Loyal Customers,Swiggy Instamart,801.6099999999999
-0.7676,1.872,2,Price-Sensitive,Blinkit,1307.8776
2.0418,1.1642,3,Price-Sensitive,Swiggy Instamart,477.82875
0.7354,0.1978,0,Loyal Customers,Swiggy Instamart,880.328
0.0148,2.2069,3,Price-Sensitive,Swiggy Instamart,1354.79775
-0.4592,1.6251,2,Price-Sensitive,Blinkit,1134.6132
1.6825,0.1395,0,Loyal Customers,Blinkit,778.722
-0.1404,2.0902,3,Price-Sensitive,Swiggy Instamart,1314.9847499999996
0.4917,-0.2285,0,Loyal Customers,Zepto,714.8415
1.4517,-0.231,0,Loyal Customers,Swiggy Instamart,594.5385
0.18,-1.478,1,At-Risk,Zepto,101.4635
0.0547,-1.0033,1,At-Risk,Zepto,404.937
0.1884,0.6136,3,Price-Sensitive,Blinkit,416.1258
0.0648,-0.843,0,Loyal Customers,Zepto,462.819
-0.0978,-0.7352,1,At-Risk,Zepto,495.705
-1.2023,1.9513,2,Price-Sensitive,Blinkit,1407.942
-1.2058,-1.1852,1,At-Risk,Swiggy Instamart,479.576
-0.9088,-0.5285,1,At-Risk,Swiggy Instamart,815.511
1.166,-0.0583,0,Loyal Customers,Blinkit,749.3552000000001
0.4862,-0.3423,0,Loyal Customers,Swiggy Instamart,698.5329999999999
-0.5282,2.257,3,Price-Sensitive,Zepto,1376.11725
-1.7175,0.9439,2,Price-Sensitive,Swiggy Instamart,987.20025
-0.4919,-0.0122,1,At-Risk,Swiggy Instamart,1046.284
-0.9493,1.817,2,Price-Sensitive,Swiggy Instamart,1209.83325
0.9898,-0.8565,0,Loyal Customers,Swiggy Instamart,303.922
1.0669,1.5604,3,Price-Sensitive,Swiggy Instamart,831.22575
-0.5264,0.5412,2,Price-Sensitive,Blinkit,477.5598000000001
-1.6812,-1.6863,1,At-Risk,Zepto,304.62600000000003
-0.4766,-0.9301,1,At-Risk,Zepto,496.56750000000005
0.1122,-1.1463,1,At-Risk,Blinkit,330.1316
-2.201,0.1804,2,Price-Sensitive,Zepto,575.6310000000001
0.7553,-0.3871,0,Loyal Customers,Blinkit,606.3984
0.5693,0.4259,3,Price-Sensitive,Zepto,284.823
-0.6667,-0.3688,1,At-Risk,Swiggy Instamart,828.9749999999999
-0.7224,-1.2517,1,At-Risk,Blinkit,361.9404
0.1885,-1.6002,1,At-Risk,Blinkit,50.0
1.5561,-0.148,0,Loyal Customers,Blinkit,579.9816000000001
-1.1394,-0.995,1,At-Risk,Zepto,531.2810000000001
-1.4841,-1.1008,1,At-Risk,Zepto,573.5475
-0.2007,-1.1092,1,At-Risk,Zepto,296.436
-0.1632,0.7199,3,Price-Sensitive,Zepto,460.1047500000001
-0.0576,-0.7291,1,At-Risk,Blinkit,590.5412
0.0053,1.7922,3,Price-Sensitive,Zepto,1096.10775
-0.4048,0.7724,2,Price-Sensitive,Swiggy Instamart,563.9024999999999
0.6893,-1.2381,0,Loyal Customers,Zepto,154.20300000000003
-1.1021,-1.6621,1,At-Risk,Blinkit,230.67720000000003
-1.3548,-1.0882,1,At-Risk,Zepto,606.6815
1.5381,0.4015,3,Price-Sensitive,Zepto,50.0
-1.5118,1.4479,2,Price-Sensitive,Swiggy Instamart,1160.8177500000002
0.6725,0.0533,0,Loyal Customers,Zepto,844.139
2.6107,-0.5966,0,Loyal Customers,Blinkit,213.632
-1.9346,-0.8226,1,At-Risk,Zepto,845.6805
1.7216,-1.0704,0,Loyal Customers,Swiggy Instamart,94.3115
0.9728,2.6066,3,Price-Sensitive,Swiggy Instamart,1367.81625
-1.1694,-1.3353,1,At-Risk,Zepto,398.9495
0.0467,-0.5632,1,At-Risk,Blinkit,598.1024
2.8752,0.1064,0,Loyal Customers,Blinkit,609.7344
-1.7759,-1.6753,1,At-Risk,Blinkit,310.7236
-0.9147,0.2341,2,Price-Sensitive,Zepto,411.9570000000001
-0.5922,-0.3879,1,At-Risk,Zepto,759.5465
0.9687,-0.1405,0,Loyal Customers,Zepto,656.0625
-1.4825,1.5225,2,Price-Sensitive,Zepto,1179.3629999999998
-0.3982,0.1502,2,Price-Sensitive,Zepto,231.03975
-0.2139,2.2532,3,Price-Sensitive,Zepto,1340.136
0.2686,3.1979,3,Price-Sensitive,Blinkit,1862.757
1.64,2.4574,3,Price-Sensitive,Zepto,1226.5695
1.1966,-0.042,0,Loyal Customers,Zepto,661.122
0.5211,-0.027,0,Loyal Customers,Blinkit,831.7856
-1.1064,-0.2319,1,At-Risk,Zepto,1007.5015
0.6034,0.0695,0,Loyal Customers,Blinkit,849.638
1.3975,-0.5346,0,Loyal Customers,Blinkit,446.5232000000001
-2.9018,1.2852,2,Price-Sensitive,Zepto,1323.68625
2.3183,0.942,3,Price-Sensitive,Swiggy Instamart,261.70575
-0.4978,0.2306,2,Price-Sensitive,Zepto,351.6060000000001
0.7993,-1.0606,0,Loyal Customers,Zepto,202.881
-1.4682,2.2195,2,Price-Sensitive,Swiggy Instamart,1657.6424999999997
-0.5386,-1.2847,1,At-Risk,Blinkit,322.3876
-0.4379,0.5669,2,Price-Sensitive,Zepto,439.4565
0.3802,-1.4414,0,Loyal Customers,Blinkit,75.9748
-0.763,-0.8545,1,At-Risk,Swiggy Instamart,641.0649999999999
0.9541,0.3971,3,Price-Sensitive,Blinkit,205.5132
0.9425,-0.0036,0,Loyal Customers,Blinkit,796.998
0.2173,0.0385,3,Price-Sensitive,Blinkit,50.0
-1.5167,-0.8497,1,At-Risk,Zepto,712.3305
-2.0039,1.8683,2,Price-Sensitive,Blinkit,1504.6074
-1.721,-0.486,1,At-Risk,Swiggy Instamart,995.6585
-0.234,0.3427,2,Price-Sensitive,Swiggy Instamart,407.16375
0.6759,-1.3883,0,Loyal Customers,Blinkit,132.56880000000004
0.6329,-1.4171,0,Loyal Customers,Swiggy Instamart,80.638
0.781,0.0533,3,Price-Sensitive,Swiggy Instamart,50.0
-0.0818,-0.9165,1,At-Risk,Blinkit,467.1624
2.0146,-1.0249,0,Loyal Customers,Swiggy Instamart,50.0
-1.2089,-0.5371,1,At-Risk,Swiggy Instamart,822.851
0.9093,2.2772,3,Price-Sensitive,Blinkit,1200.9186
-0.3652,1.3038,2,Price-Sensitive,Blinkit,948.8826
0.6167,-0.4731,0,Loyal Customers,Blinkit,563.9544
-0.228,-0.5314,1,At-Risk,Swiggy Instamart,660.1949999999999
1.6614,0.3468,0,Loyal Customers,Swiggy Instamart,880.1985
0.6512,1.1776,3,Price-Sensitive,Zepto,666.9682500000001
-0.151,-1.5617,1,At-Risk,Blinkit,129.5352
-0.1134,2.1616,3,Price-Sensitive,Zepto,1278.88425
1.1004,-0.1516,0,Loyal Customers,Zepto,631.6485000000001
-0.3191,-1.1655,1,At-Risk,Zepto,368.247
1.0907,-0.9291,0,Loyal Customers,Swiggy Instamart,311.0635
-0.3986,-1.1135,1,At-Risk,Zepto,390.831
-0.0805,-0.5952,1,At-Risk,Blinkit,625.9680000000001
-2.2041,1.8618,2,Price-Sensitive,Swiggy Instamart,1586.8965
-0.1467,1.0487,3,Price-Sensitive,Zepto,685.2697499999999
0.5994,1.5613,3,Price-Sensitive,Blinkit,903.4554
-0.7469,1.795,2,Price-Sensitive,Blinkit,1241.3370000000002
0.4402,-1.1943,0,Loyal Customers,Blinkit,253.04400000000004
-0.9915,-1.6061,1,At-Risk,Blinkit,244.00440000000003
-0.5626,0.1094,2,Price-Sensitive,Blinkit,272.649
-1.9068,-1.0385,1,At-Risk,Zepto,699.6465000000001
-1.5369,-1.4087,1,At-Risk,Zepto,432.495
0.4677,-0.947,0,Loyal Customers,Zepto,371.4395
0.2944,0.2713,0,Loyal Customers,Swiggy Instamart,1087.4975
-0.3243,-0.6963,1,At-Risk,Swiggy Instamart,612.412
1.5824,0.5806,0,Loyal Customers,Zepto,971.525
0.012,0.3724,0,Loyal Customers,Zepto,1049.0815
0.8982,-0.1723,0,Loyal Customers,Blinkit,725.844
-2.1218,1.3783,2,Price-Sensitive,Swiggy Instamart,1270.61775
0.1081,-0.619,1,At-Risk,Swiggy Instamart,575.5174999999999
-0.3577,1.0786,3,Price-Sensitive,Zepto,781.896
0.506,1.0975,3,Price-Sensitive,Swiggy Instamart,721.60575
1.4882,0.3612,0,Loyal Customers,Swiggy Instamart,896.5364999999999
-2.0296,0.671,2,Price-Sensitive,Zepto,813.96
-0.6223,1.6393,2,Price-Sensitive,Swiggy Instamart,1133.67
-1.0395,-0.1193,1,At-Risk,Swiggy Instamart,1073.893
-2.0312,-0.6716,1,At-Risk,Blinkit,909.9832
-1.2743,0.4957,2,Price-Sensitive,Blinkit,638.2152000000001
0.3881,2.111,3,Price-Sensitive,Zepto,1226.90025
-0.214,-0.8877,1,At-Risk,Swiggy Instamart,465.4425
1.2128,-0.0155,0,Loyal Customers,Zepto,723.0300000000001
-1.3331,-1.4536,1,At-Risk,Zepto,353.8815
0.2104,1.7525,3,Price-Sensitive,Swiggy Instamart,1052.64675
-0.0731,1.0349,3,Price-Sensitive,Blinkit,779.9634000000001
0.1804,1.2563,3,Price-Sensitive,Blinkit,795.4362
-1.6904,-1.1916,1,At-Risk,Zepto,625.2015
0.2037,-1.0538,1,At-Risk,Blinkit,331.472
1.5345,1.2422,3,Price-Sensitive,Blinkit,534.6462
-1.1733,-1.9424,1,At-Risk,Swiggy Instamart,50.0
-0.5584,-0.6234,1,At-Risk,Blinkit,701.6004
-1.0841,0.9593,2,Price-Sensitive,Zepto,801.8955
-1.3522,-0.5591,2,Price-Sensitive,Swiggy Instamart,50.0
-0.0268,-0.108,3,Price-Sensitive,Swiggy Instamart,50.0
2.0008,-0.6913,0,Loyal Customers,Swiggy Instamart,266.9265
-1.2421,-0.9695,1,At-Risk,Zepto,592.0740000000001
1.8646,-0.105,0,Loyal Customers,Swiggy Instamart,592.0509999999999
-1.0653,-1.393,1,At-Risk,Zepto,332.5455
-0.3945,-0.9729,1,At-Risk,Zepto,522.4290000000001
-0.0908,-0.8403,1,At-Risk,Swiggy Instamart,520.2255
0.5639,0.2662,0,Loyal Customers,Blinkit,984.0944
1.1297,0.3628,0,Loyal Customers,Blinkit,1000.782
-0.3887,-0.4626,1,At-Risk,Blinkit,743.1132
-0.8686,0.1316,2,Price-Sensitive,Swiggy Instamart,312.57375
-0.2918,0.1262,1,At-Risk,Swiggy Instamart,1119.9505
-0.588,2.9553,2,Price-Sensitive,Blinkit,1821.2058
0.1543,-1.1948,1,At-Risk,Blinkit,291.222
1.5274,2.0401,3,Price-Sensitive,Blinkit,940.7952
1.3251,1.4036,3,Price-Sensitive,Blinkit,669.0600000000001
-0.9107,-1.4505,1,At-Risk,Zepto,287.6345
0.8945,-0.8626,0,Loyal Customers,Swiggy Instamart,316.9515
0.3025,0.9401,3,Price-Sensitive,Zepto,578.592
-0.9786,-0.544,2,Price-Sensitive,Zepto,50.0
0.0835,1.3099,3,Price-Sensitive,Blinkit,824.7060000000001
1.2846,0.1142,0,Loyal Customers,Swiggy Instamart,803.0794999999999
0.916,-0.808,0,Loyal Customers,Blinkit,371.0972
-0.0047,-0.218,1,At-Risk,Zepto,776.7705000000001
0.2166,0.1445,3,Price-Sensitive,Blinkit,50.0
-0.0884,1.0073,3,Price-Sensitive,Zepto,634.39425
1.0631,1.0277,3,Price-Sensitive,Zepto,537.8025
-0.0526,-0.1532,1,At-Risk,Swiggy Instamart,885.73
1.6437,-0.6559,0,Loyal Customers,Blinkit,336.386
1.0668,-0.2197,0,Loyal Customers,Zepto,621.0435000000001
-0.4507,0.8874,2,Price-Sensitive,Zepto,636.13575
-1.2855,-0.6456,1,At-Risk,Blinkit,774.8784
0.5935,-1.5935,1,At-Risk,Blinkit,50.0
-1.2959,0.3284,2,Price-Sensitive,Swiggy Instamart,547.18725
-1.5322,-0.2684,1,At-Risk,Blinkit,1022.0548
0.8299,0.6657,3,Price-Sensitive,Swiggy Instamart,375.291
1.6428,-0.0731,0,Loyal Customers,Blinkit,579.1392000000001
-2.5603,0.6077,2,Price-Sensitive,Zepto,904.25775
1.4574,0.3512,3,Price-Sensitive,Swiggy Instamart,50.0
-0.6637,-1.0846,1,At-Risk,Blinkit,493.1712
0.0567,-0.186,0,Loyal Customers,Swiggy Instamart,880.6239999999999
-0.1021,-0.5166,1,At-Risk,Swiggy Instamart,670.036
0.2369,-0.2292,3,Price-Sensitive,Swiggy Instamart,50.0
-0.9215,-0.7638,1,At-Risk,Zepto,689.3435000000001
0.3772,-0.3707,0,Loyal Customers,Zepto,625.2875
-1.0536,-0.1237,1,At-Risk,Swiggy Instamart,1067.2714999999998
-0.9675,0.8694,2,Price-Sensitive,Blinkit,737.5488
-2.6545,1.2925,2,Price-Sensitive,Zepto,1303.6395
0.9176,-0.3625,0,Loyal Customers,Zepto,523.446
-1.3153,1.4914,2,Price-Sensitive,Blinkit,1101.0606000000002
1.0024,-0.3127,0,Loyal Customers,Zepto,545.0340000000001
-1.1676,-0.9999,1,At-Risk,Swiggy Instamart,573.583
-1.5503,-1.7041,1,At-Risk,Swiggy Instamart,225.8745
-1.263,-0.2483,2,Price-Sensitive,Zepto,125.4735
0.5087,-0.4011,0,Loyal Customers,Blinkit,609.1004
-1.7585,-1.3056,1,At-Risk,Zepto,487.65150000000006
-2.641,0.5178,2,Price-Sensitive,Zepto,835.89975
1.3316,-0.726,0,Loyal Customers,Blinkit,336.86280000000005
0.3014,-1.5696,0,Loyal Customers,Zepto,62.13050000000001
-0.4604,1.1549,2,Price-Sensitive,Blinkit,869.4336
-0.9443,-0.4014,1,At-Risk,Swiggy Instamart,864.9525
0.6331,0.0303,3,Price-Sensitive,Swiggy Instamart,50.0
-0.6927,-0.2236,2,Price-Sensitive,Swiggy Instamart,107.19375
0.4851,1.1683,3,Price-Sensitive,Zepto,604.7685
-1.9731,-1.5871,1,At-Risk,Zepto,446.84350000000006
0.0165,1.6216,3,Price-Sensitive,Swiggy Instamart,1020.2647499999998
-0.9608,-1.212,1,At-Risk,Swiggy Instamart,483.5945
2.606,0.8226,3,Price-Sensitive,Swiggy Instamart,215.47349999999992
-1.0689,-1.081,1,At-Risk,Zepto,519.1955
0.0848,-1.1384,1,At-Risk,Blinkit,348.8528
1.5179,-0.3991,0,Loyal Customers,Swiggy Instamart,488.7525
-0.4235,-0.9491,1,At-Risk,Swiggy Instamart,482.968
1.816,-0.7901,0,Loyal Customers,Swiggy Instamart,230.2325
0.3027,-0.7217,0,Loyal Customers,Zepto,465.3135
-0.6691,0.1118,2,Price-Sensitive,Blinkit,247.13100000000003
-1.4231,-0.9194,1,At-Risk,Swiggy Instamart,605.478
-1.1598,-0.3632,2,Price-Sensitive,Swiggy Instamart,136.965
-1.1095,0.4494,2,Price-Sensitive,Blinkit,515.4354000000001
1.7264,-1.054,0,Loyal Customers,Blinkit,50.0
-0.7922,1.2572,2,Price-Sensitive,Swiggy Instamart,1003.1685
0.1436,1.2659,3,Price-Sensitive,Swiggy Instamart,776.6122499999999
1.1271,0.6641,3,Price-Sensitive,Blinkit,290.5014
-0.9311,-0.9921,1,At-Risk,Zepto,515.8335
1.6556,0.4608,0,Loyal Customers,Swiggy Instamart,897.8625
1.8754,-0.0693,0,Loyal Customers,Blinkit,572.4000000000001
-0.9638,1.5027,2,Price-Sensitive,Swiggy Instamart,1082.5927499999998
2.3492,-1.0885,0,Loyal Customers,Swiggy Instamart,50.0
-1.9879,1.5158,2,Price-Sensitive,Swiggy Instamart,1306.3942499999998
-0.1211,-1.3412,1,At-Risk,Zepto,224.52150000000003
-1.4105,-0.1962,2,Price-Sensitive,Blinkit,261.8568
-0.3412,0.541,2,Price-Sensitive,Zepto,447.12975
-1.3715,-0.8827,1,At-Risk,Zepto,695.7590000000001
-0.5878,-1.3923,1,At-Risk,Zepto,207.732
1.11,1.4008,3,Price-Sensitive,Swiggy Instamart,827.0549999999998
-0.9904,1.6806,2,Price-Sensitive,Zepto,1169.31375
-0.2174,2.0648,3,Price-Sensitive,Swiggy Instamart,1357.7475
-0.7346,-0.5307,1,At-Risk,Blinkit,829.074
-1.1661,0.1723,1,At-Risk,Swiggy Instamart,1256.973
1.0621,-0.1154,0,Loyal Customers,Blinkit,732.8232
-0.9706,1.7069,2,Price-Sensitive,Blinkit,1219.374
-1.9312,1.4869,2,Price-Sensitive,Zepto,1238.1945
-1.4764,-0.9034,1,At-Risk,Blinkit,678.7444
-1.789,-0.8429,1,At-Risk,Zepto,791.4815
0.5541,-0.4034,0,Loyal Customers,Zepto,636.9615
1.8091,-0.6113,0,Loyal Customers,Blinkit,327.6072
-0.5282,-1.0627,1,At-Risk,Blinkit,505.2764
2.024,-0.0088,0,Loyal Customers,Swiggy Instamart,595.3285
-1.9564,0.6217,2,Price-Sensitive,Blinkit,808.866
0.7867,-0.0296,0,Loyal Customers,Blinkit,742.4968000000001
-0.7372,-1.0712,1,At-Risk,Blinkit,497.87840000000006
-0.9032,0.8853,2,Price-Sensitive,Zepto,753.84525
-0.7148,-1.2264,1,At-Risk,Swiggy Instamart,380.1325
0.5328,-1.392,0,Loyal Customers,Blinkit,142.32240000000002
-2.3277,-0.0764,2,Price-Sensitive,Zepto,441.36225
0.6058,0.4495,3,Price-Sensitive,Blinkit,336.47220000000004
-0.9213,-1.3752,1,At-Risk,Swiggy Instamart,363.837
0.3623,-0.8745,0,Loyal Customers,Blinkit,404.976
-0.9915,-0.3906,1,At-Risk,Zepto,876.2370000000001
-1.439,-0.5333,1,At-Risk,Zepto,913.332
0.2905,-0.8565,0,Loyal Customers,Blinkit,448.0148
1.0428,-0.8199,0,Loyal Customers,Zepto,267.44550000000004
-0.4208,-0.6881,1,At-Risk,Zepto,618.1195
0.4349,-1.2802,1,At-Risk,Zepto,135.42050000000003
-0.4101,-1.3065,1,At-Risk,Swiggy Instamart,191.5355
0.6453,1.3159,3,Price-Sensitive,Blinkit,749.523
0.8077,-1.3348,0,Loyal Customers,Zepto,50.0
-2.0515,1.0636,2,Price-Sensitive,Zepto,1043.55675
-2.0512,0.8507,2,Price-Sensitive,Zepto,899.78475
-0.2907,2.758,3,Price-Sensitive,Blinkit,1656.8064000000002
-1.4166,-1.0205,1,At-Risk,Blinkit,603.1476000000001
1.3121,0.2262,3,Price-Sensitive,Blinkit,50.0
-0.8011,2.0798,2,Price-Sensitive,Swiggy Instamart,1352.745
1.2303,1.6766,3,Price-Sensitive,Swiggy Instamart,873.864
1.2319,1.96,3,Price-Sensitive,Swiggy Instamart,1051.97025
-0.8921,1.3584,2,Price-Sensitive,Zepto,1009.2945
1.3942,2.0167,3,Price-Sensitive,Blinkit,1003.1826
0.8856,0.0223,0,Loyal Customers,Swiggy Instamart,820.653
1.4567,-0.4027,0,Loyal Customers,Swiggy Instamart,464.843
-1.6312,0.5894,2,Price-Sensitive,Zepto,730.84725
0.9353,1.0074,3,Price-Sensitive,Blinkit,506.6712
-0.0489,-1.5164,1,At-Risk,Zepto,168.93900000000002
0.862,1.3026,3,Price-Sensitive,Swiggy Instamart,693.3119999999999
0.5531,-0.2796,0,Loyal Customers,Blinkit,671.1428
-1.5193,0.8481,2,Price-Sensitive,Zepto,759.087
0.6548,1.7431,3,Price-Sensitive,Zepto,1008.57375
-1.2204,0.6562,2,Price-Sensitive,Swiggy Instamart,681.56475
-0.7022,-0.8991,1,At-Risk,Swiggy Instamart,547.7334999999999
1.4389,-0.3862,0,Loyal Customers,Blinkit,497.1564
-1.6329,-1.4448,1,At-Risk,Zepto,390.1545
-0.3842,2.4783,2,Price-Sensitive,Blinkit,1534.3482
-1.448,0.5867,2,Price-Sensitive,Blinkit,695.9520000000001
-1.8274,5.2695,2,Price-Sensitive,Zepto,4179.8715
1.6846,2.5629,3,Price-Sensitive,Blinkit,1318.1598
-0.0814,0.5139,2,Price-Sensitive,Swiggy Instamart,489.369
0.5762,-1.1031,0,Loyal Customers,Blinkit,274.8924
-0.4037,-0.0825,2,Price-Sensitive,Swiggy Instamart,106.7085
-0.96,0.5564,2,Price-Sensitive,Zepto,527.373
-0.5111,-0.0828,2,Price-Sensitive,Zepto,128.205
1.5535,0.7992,3,Price-Sensitive,Swiggy Instamart,315.45075
1.3979,1.9359,3,Price-Sensitive,Swiggy Instamart,1047.6135
0.6389,2.2305,3,Price-Sensitive,Swiggy Instamart,1247.8994999999998
0.7936,0.6253,3,Price-Sensitive,Swiggy Instamart,276.37575
-0.1708,-0.6516,1,At-Risk,Swiggy Instamart,690.828
0.734,-0.6868,0,Loyal Customers,Blinkit,425.5816
-1.6835,1.087,2,Price-Sensitive,Blinkit,972.5346000000002
0.0816,0.9181,3,Price-Sensitive,Blinkit,552.99
1.352,-0.3587,0,Loyal Customers,Zepto,459.2385
2.0469,-1.0448,0,Loyal Customers,Blinkit,50.0
-0.2704,-0.2251,2,Price-Sensitive,Blinkit,50.0
-2.6386,1.6576,2,Price-Sensitive,Zepto,1507.782
-0.016,-0.3751,1,At-Risk,Swiggy Instamart,756.7114999999999
0.5148,-0.6229,0,Loyal Customers,Blinkit,528.1848
0.5028,-1.3454,0,Loyal Customers,Zepto,66.549
1.0689,-1.2327,0,Loyal Customers,Blinkit,109.31480000000002
-1.9634,-0.8524,1,At-Risk,Zepto,807.9120000000001
1.588,-1.2185,0,Loyal Customers,Blinkit,50.0
0.207,-1.059,1,At-Risk,Blinkit,368.0828000000001
-0.318,-0.8596,1,At-Risk,Swiggy Instamart,503.202
-0.8851,0.9152,2,Price-Sensitive,Swiggy Instamart,802.6769999999999
-0.2014,-0.7009,1,At-Risk,Blinkit,588.5676000000001
-1.7308,-0.6881,1,At-Risk,Zepto,809.4135
-1.5047,1.0933,2,Price-Sensitive,Blinkit,1019.0772
0.3953,1.9426,3,Price-Sensitive,Swiggy Instamart,1122.14925
-1.1752,-0.7981,1,At-Risk,Zepto,654.9770000000001
-1.9785,-0.1877,1,At-Risk,Zepto,1176.063
0.5901,0.1547,3,Price-Sensitive,Zepto,50.0
1.0299,0.5868,0,Loyal Customers,Zepto,1083.9060000000002
-0.3612,-1.0296,1,At-Risk,Zepto,406.4735
1.0745,-0.4645,0,Loyal Customers,Swiggy Instamart,473.9035
0.4849,-0.9599,0,Loyal Customers,Swiggy Instamart,358.202
1.1719,0.1703,0,Loyal Customers,Swiggy Instamart,830.5989999999999
0.8733,-0.5624,0,Loyal Customers,Zepto,442.367
3.1837,-0.3726,0,Loyal Customers,Swiggy Instamart,261.1215
1.1857,-1.2757,0,Loyal Customers,Swiggy Instamart,50.0
1.8361,1.0,3,Price-Sensitive,Swiggy Instamart,303.30675
-0.2928,-1.1577,1,At-Risk,Swiggy Instamart,419.451
0.0463,-0.0515,3,Price-Sensitive,Zepto,50.0
-1.8055,1.4972,2,Price-Sensitive,Swiggy Instamart,1209.62625
-1.7449,-0.0278,2,Price-Sensitive,Zepto,385.60725
-0.2918,-1.1532,1,At-Risk,Swiggy Instamart,419.9685
-1.3481,0.3386,2,Price-Sensitive,Zepto,552.198
-2.1517,-1.1311,1,At-Risk,Blinkit,681.7468000000001
1.7956,0.3738,3,Price-Sensitive,Blinkit,50.0
-0.1176,-1.1255,1,At-Risk,Zepto,361.4205
-0.0996,-0.5907,1,At-Risk,Swiggy Instamart,630.5464999999999
-0.1386,-0.0478,1,At-Risk,Zepto,928.1265
0.2447,0.6947,0,Loyal Customers,Swiggy Instamart,1300.7879999999998
0.3308,1.8477,3,Price-Sensitive,Blinkit,1117.9902000000002
1.0576,0.388,0,Loyal Customers,Zepto,934.2795
-1.1479,-0.513,1,At-Risk,Swiggy Instamart,916.973
0.5343,1.3178,3,Price-Sensitive,Zepto,774.4747500000001
-0.2442,0.6403,3,Price-Sensitive,Swiggy Instamart,553.56975
-0.9898,-0.4874,1,At-Risk,Zepto,805.0575
0.2609,0.2154,0,Loyal Customers,Zepto,1043.7185
3.2347,1.0297,0,Loyal Customers,Swiggy Instamart,1024.9055
0.1466,-0.9076,1,At-Risk,Zepto,406.4865
-0.0753,-0.8734,0,Loyal Customers,Zepto,435.64
-0.4211,-1.0597,1,At-Risk,Blinkit,460.532
1.1075,0.3031,0,Loyal Customers,Blinkit,930.42
2.905,-0.3052,0,Loyal Customers,Blinkit,369.3804
2.1198,-0.4654,0,Loyal Customers,Swiggy Instamart,369.67
0.367,-0.4224,0,Loyal Customers,Zepto,597.051
